,fixture-id,fixture-referee,fixture-timezone,fixture-date,fixture-timestamp,league-id,league-name,league-country,league-logo,league-flag,league-season,league-round,goals-home,goals-away,fixture-periods-first,fixture-periods-second,fixture-venue-id,fixture-venue-name,fixture-venue-city,fixture-status-long,fixture-status-short,fixture-status-elapsed,teams-home-id,teams-home-name,teams-home-logo,teams-home-winner,teams-away-id,teams-away-name,teams-away-logo,teams-away-winner,score-halftime-home,score-halftime-away,score-fulltime-home,score-fulltime-away,score-extratime-home,score-extratime-away,score-penalty-home,score-penalty-away
0,65,"Andre Marriner, England",UTC,2018-08-10T19:00:00+00:00,1533927600,39,Premier League,England,https://media.api-sports.io/football/leagues/39.png,https://media.api-sports.io/flags/gb.svg,2018,Regular Season - 1,2,1,1533927600,1533931200,556.0,Old Trafford,Manchester,Match Finished,FT,90,33,Manchester United,https://media.api-sports.io/football/teams/33.png,True,46,Leicester,https://media.api-sports.io/football/teams/46.png,False,1,0,2,1,,,,
1,66,"Martin Atkinson, England",UTC,2018-08-11T11:30:00+00:00,1533987000,39,Premier League,England,https://media.api-sports.io/football/leagues/39.png,https://media.api-sports.io/flags/gb.svg,2018,Regular Season - 1,1,2,1533987000,1533990600,562.0,St James' Park,Newcastle upon Tyne,Match Finished,FT,90,34,Newcastle,https://media.api-sports.io/football/teams/34.png,False,47,Tottenham,https://media.api-sports.io/football/teams/47.png,True,1,2,1,2,,,,
2,67,"Kevin Friend, England",UTC,2018-08-11T14:00:00+00:00,1533996000,39,Premier League,England,https://media.api-sports.io/football/leagues/39.png,https://media.api-sports.io/flags/gb.svg,2018,Regular Season - 1,2,0,1533996000,1533999600,,Vitality Stadium,Bournemouth,Match Finished,FT,90,35,Bournemouth,https://media.api-sports.io/football/teams/35.png,True,43,Cardiff,https://media.api-sports.io/football/teams/43.png,False,1,0,2,0,,,,
3,68,"Mike Dean, England",UTC,2018-08-11T14:00:00+00:00,1533996000,39,Premier League,England,https://media.api-sports.io/football/leagues/39.png,https://media.api-sports.io/flags/gb.svg,2018,Regular Season - 1,0,2,1533996000,1533999600,535.0,Craven Cottage,London,Match Finished,FT,90,36,Fulham,https://media.api-sports.io/football/teams/36.png,False,52,Crystal Palace,https://media.api-sports.io/football/teams/52.png,True,0,1,0,2,,,,
4,69,"Chris Kavanagh, England",UTC,2018-08-11T14:00:00+00:00,1533996000,39,Premier League,England,https://media.api-sports.io/football/leagues/39.png,https://media.api-sports.io/flags/gb.svg,2018,Regular Season - 1,0,3,1533996000,1533999600,,John Smith's Stadium,Huddersfield,Match Finished,FT,90,37,Huddersfield,https://media.api-sports.io/football/teams/37.png,False,49,Chelsea,https://media.api-sports.io/football/teams/49.png,True,0,2,0,3,,,,
5,70,"Jonathan Moss, England",UTC,2018-08-11T14:00:00+00:00,1533996000,39,Premier League,England,https://media.api-sports.io/football/leagues/39.png,https://media.api-sports.io/flags/gb.svg,2018,Regular Season - 1,2,0,1533996000,1533999600,596.0,Vicarage Road,Watford,Match Finished,FT,90,38,Watford,https://media.api-sports.io/football/teams/38.png,True,51,Brighton,https://media.api-sports.io/football/teams/51.png,False,1,0,2,0,,,,
6,71,"Craig Pawson, England",UTC,2018-08-11T16:30:00+00:00,1534005000,39,Premier League,England,https://media.api-sports.io/football/leagues/39.png,https://media.api-sports.io/flags/gb.svg,2018,Regular Season - 1,2,2,1534005000,1534008600,,Molineux Stadium,Wolverhampton,Match Finished,FT,90,39,Wolves,https://media.api-sports.io/football/teams/39.png,,45,Everton,https://media.api-sports.io/football/teams/45.png,,1,1,2,2,,,,
7,72,"Anthony Taylor, England",UTC,2018-08-12T12:30:00+00:00,1534077000,39,Premier League,England,https://media.api-sports.io/football/leagues/39.png,https://media.api-sports.io/flags/gb.svg,2018,Regular Season - 1,4,0,1534077000,1534080600,550.0,Anfield,Liverpool,Match Finished,FT,90,40,Liverpool,https://media.api-sports.io/football/teams/40.png,True,48,West Ham,https://media.api-sports.io/football/teams/48.png,False,2,0,4,0,,,,
8,73,"Graham Scott, England",UTC,2018-08-12T12:30:00+00:00,1534077000,39,Premier League,England,https://media.api-sports.io/football/leagues/39.png,https://media.api-sports.io/flags/gb.svg,2018,Regular Season - 1,0,0,1534077000,1534080600,,St. Mary's Stadium,Southampton,Match Finished,FT,90,41,Southampton,https://media.api-sports.io/football/teams/41.png,,44,Burnley,https://media.api-sports.io/football/teams/44.png,,0,0,0,0,,,,
9,74,"Michael Oliver, England",UTC,2018-08-12T15:00:00+00:00,1534086000,39,Premier League,England,https://media.api-sports.io/football/leagues/39.png,https://media.api-sports.io/flags/gb.svg,2018,Regular Season - 1,0,2,1534086000,1534089600,494.0,Emirates Stadium,London,Match Finished,FT,90,42,Arsenal,https://media.api-sports.io/football/teams/42.png,False,50,Manchester City,https://media.api-sports.io/football/teams/50.png,True,0,1,0,2,,,,
