,fixture-id,fixture-referee,fixture-timezone,fixture-date,fixture-timestamp,league-id,league-name,league-country,league-logo,league-flag,league-season,league-round,goals-home,goals-away,fixture-periods-first,fixture-periods-second,fixture-venue-id,fixture-venue-name,fixture-venue-city,fixture-status-long,fixture-status-short,fixture-status-elapsed,teams-home-id,teams-home-name,teams-home-logo,teams-home-winner,teams-away-id,teams-away-name,teams-away-logo,teams-away-winner,score-halftime-home,score-halftime-away,score-fulltime-home,score-fulltime-away,score-extratime-home,score-extratime-away,score-penalty-home,score-penalty-away
20,710576,P. Bankes,UTC,2021-08-28T14:00:00+00:00,1630159200,39,Premier League,England,https://media.api-sports.io/football/leagues/39.png,https://media.api-sports.io/flags/gb.svg,2021,Regular Season - 3,1,1,1630159200,1630162800,495,Villa Park,Birmingham,Match Finished,FT,90,66,Aston Villa,https://media.api-sports.io/football/teams/66.png,,55,Brentford,https://media.api-sports.io/football/teams/55.png,,1,1,1,1,,,,
21,710577,J. Moss,UTC,2021-08-28T14:00:00+00:00,1630159200,39,Premier League,England,https://media.api-sports.io/football/leagues/39.png,https://media.api-sports.io/flags/gb.svg,2021,Regular Season - 3,0,2,1630159200,1630162800,508,The American Express Community Stadium,"Falmer, East Sussex",Match Finished,FT,90,51,Brighton,https://media.api-sports.io/football/teams/51.png,False,45,Everton,https://media.api-sports.io/football/teams/45.png,True,0,1,0,2,,,,
22,710578,M. Oliver,UTC,2021-08-29T13:00:00+00:00,1630242000,39,Premier League,England,https://media.api-sports.io/football/leagues/39.png,https://media.api-sports.io/flags/gb.svg,2021,Regular Season - 3,1,1,1630242000,1630245600,512,Turf Moor,Burnley,Match Finished,FT,90,44,Burnley,https://media.api-sports.io/football/teams/44.png,,63,Leeds,https://media.api-sports.io/football/teams/63.png,,0,0,1,1,,,,
23,710579,A. Taylor,UTC,2021-08-28T16:30:00+00:00,1630168200,39,Premier League,England,https://media.api-sports.io/football/leagues/39.png,https://media.api-sports.io/flags/gb.svg,2021,Regular Season - 3,1,1,1630168200,1630171800,550,Anfield,Liverpool,Match Finished,FT,90,40,Liverpool,https://media.api-sports.io/football/teams/40.png,,49,Chelsea,https://media.api-sports.io/football/teams/49.png,,1,1,1,1,,,,
24,710580,M. Atkinson,UTC,2021-08-28T11:30:00+00:00,1630150200,39,Premier League,England,https://media.api-sports.io/football/leagues/39.png,https://media.api-sports.io/flags/gb.svg,2021,Regular Season - 3,5,0,1630150200,1630153800,555,Etihad Stadium,Manchester,Match Finished,FT,90,50,Manchester City,https://media.api-sports.io/football/teams/50.png,True,42,Arsenal,https://media.api-sports.io/football/teams/42.png,False,3,0,5,0,,,,
25,710581,P. Tierney,UTC,2021-08-28T14:00:00+00:00,1630159200,39,Premier League,England,https://media.api-sports.io/football/leagues/39.png,https://media.api-sports.io/flags/gb.svg,2021,Regular Season - 3,2,2,1630159200,1630162800,562,St. James' Park,Newcastle upon Tyne,Match Finished,FT,90,34,Newcastle,https://media.api-sports.io/football/teams/34.png,,41,Southampton,https://media.api-sports.io/football/teams/41.png,,0,0,2,2,,,,
26,710582,R. Jones,UTC,2021-08-28T14:00:00+00:00,1630159200,39,Premier League,England,https://media.api-sports.io/football/leagues/39.png,https://media.api-sports.io/flags/gb.svg,2021,Regular Season - 3,1,2,1630159200,1630162800,565,Carrow Road,"Norwich, Norfolk",Match Finished,FT,90,71,Norwich,https://media.api-sports.io/football/teams/71.png,False,46,Leicester,https://media.api-sports.io/football/teams/46.png,True,1,1,1,2,,,,
27,710583,A. Marriner,UTC,2021-08-29T13:00:00+00:00,1630242000,39,Premier League,England,https://media.api-sports.io/football/leagues/39.png,https://media.api-sports.io/flags/gb.svg,2021,Regular Season - 3,1,0,1630242000,1630245600,593,Tottenham Hotspur Stadium,London,Match Finished,FT,90,47,Tottenham,https://media.api-sports.io/football/teams/47.png,True,38,Watford,https://media.api-sports.io/football/teams/38.png,False,1,0,1,0,,,,
28,710584,S. Attwell,UTC,2021-08-28T14:00:00+00:00,1630159200,39,Premier League,England,https://media.api-sports.io/football/leagues/39.png,https://media.api-sports.io/flags/gb.svg,2021,Regular Season - 3,2,2,1630159200,1630162800,598,London Stadium,London,Match Finished,FT,90,48,West Ham,https://media.api-sports.io/football/teams/48.png,,52,Crystal Palace,https://media.api-sports.io/football/teams/52.png,,1,0,2,2,,,,
29,710585,M. Dean,UTC,2021-08-29T15:30:00+00:00,1630251000,39,Premier League,England,https://media.api-sports.io/football/leagues/39.png,https://media.api-sports.io/flags/gb.svg,2021,Regular Season - 3,0,1,1630251000,1630254600,600,Molineux Stadium,"Wolverhampton, West Midlands",Match Finished,FT,90,39,Wolves,https://media.api-sports.io/football/teams/39.png,False,33,Manchester United,https://media.api-sports.io/football/teams/33.png,True,0,0,0,1,,,,
30,710586,M. Oliver,UTC,2021-09-11T14:00:00+00:00,1631368800,39,Premier League,England,https://media.api-sports.io/football/leagues/39.png,https://media.api-sports.io/flags/gb.svg,2021,Regular Season - 4,1,0,1631368800,1631372400,494,Emirates Stadium,London,Match Finished,FT,90,42,Arsenal,https://media.api-sports.io/football/teams/42.png,True,71,Norwich,https://media.api-sports.io/football/teams/71.png,False,0,0,1,0,,,,
31,710587,G. Scott,UTC,2021-09-11T14:00:00+00:00,1631368800,39,Premier League,England,https://media.api-sports.io/football/leagues/39.png,https://media.api-sports.io/flags/gb.svg,2021,Regular Season - 4,0,1,1631368800,1631372400,10503,Brentford Community Stadium,"Brentford, Middlesex",Match Finished,FT,90,55,Brentford,https://media.api-sports.io/football/teams/55.png,False,51,Brighton,https://media.api-sports.io/football/teams/51.png,True,0,0,0,1,,,,
32,710588,S. Attwell,UTC,2021-09-11T16:30:00+00:00,1631377800,39,Premier League,England,https://media.api-sports.io/football/leagues/39.png,https://media.api-sports.io/flags/gb.svg,2021,Regular Season - 4,3,0,1631377800,1631381400,519,Stamford Bridge,London,Match Finished,FT,90,49,Chelsea,https://media.api-sports.io/football/teams/49.png,True,66,Aston Villa,https://media.api-sports.io/football/teams/66.png,False,1,0,3,0,,,,
33,710589,J. Moss,UTC,2021-09-11T11:30:00+00:00,1631359800,39,Premier League,England,https://media.api-sports.io/football/leagues/39.png,https://media.api-sports.io/flags/gb.svg,2021,Regular Season - 4,3,0,1631359800,1631363400,525,Selhurst Park,London,Match Finished,FT,90,52,Crystal Palace,https://media.api-sports.io/football/teams/52.png,True,47,Tottenham,https://media.api-sports.io/football/teams/47.png,False,0,0,3,0,,,,
34,710590,M. Atkinson,UTC,2021-09-13T19:00:00+00:00,1631559600,39,Premier League,England,https://media.api-sports.io/football/leagues/39.png,https://media.api-sports.io/flags/gb.svg,2021,Regular Season - 4,3,1,1631559600,1631563200,8560,Goodison Park,Liverpool,Match Finished,FT,90,45,Everton,https://media.api-sports.io/football/teams/45.png,True,44,Burnley,https://media.api-sports.io/football/teams/44.png,False,0,0,3,1,,,,
35,710591,C. Pawson,UTC,2021-09-12T15:30:00+00:00,1631460600,39,Premier League,England,https://media.api-sports.io/football/leagues/39.png,https://media.api-sports.io/flags/gb.svg,2021,Regular Season - 4,0,3,1631460600,1631464200,546,Elland Road,"Leeds, West Yorkshire",Match Finished,FT,90,63,Leeds,https://media.api-sports.io/football/teams/63.png,False,40,Liverpool,https://media.api-sports.io/football/teams/40.png,True,0,1,0,3,,,,
36,710592,P. Tierney,UTC,2021-09-11T14:00:00+00:00,1631368800,39,Premier League,England,https://media.api-sports.io/football/leagues/39.png,https://media.api-sports.io/flags/gb.svg,2021,Regular Season - 4,0,1,1631368800,1631372400,547,King Power Stadium,"Leicester, Leicestershire",Match Finished,FT,90,46,Leicester,https://media.api-sports.io/football/teams/46.png,False,50,Manchester City,https://media.api-sports.io/football/teams/50.png,True,0,0,0,1,,,,
37,710593,A. Taylor,UTC,2021-09-11T14:00:00+00:00,1631368800,39,Premier League,England,https://media.api-sports.io/football/leagues/39.png,https://media.api-sports.io/flags/gb.svg,2021,Regular Season - 4,4,1,1631368800,1631372400,556,Old Trafford,Manchester,Match Finished,FT,90,33,Manchester United,https://media.api-sports.io/football/teams/33.png,True,34,Newcastle,https://media.api-sports.io/football/teams/34.png,False,1,0,4,1,,,,
38,710594,D. Coote,UTC,2021-09-11T14:00:00+00:00,1631368800,39,Premier League,England,https://media.api-sports.io/football/leagues/39.png,https://media.api-sports.io/flags/gb.svg,2021,Regular Season - 4,0,0,1631368800,1631372400,585,St. Mary's Stadium,"Southampton, Hampshire",Match Finished,FT,90,41,Southampton,https://media.api-sports.io/football/teams/41.png,,48,West Ham,https://media.api-sports.io/football/teams/48.png,,0,0,0,0,,,,
39,710595,P. Bankes,UTC,2021-09-11T14:00:00+00:00,1631368800,39,Premier League,England,https://media.api-sports.io/football/leagues/39.png,https://media.api-sports.io/flags/gb.svg,2021,Regular Season - 4,0,2,1631368800,1631372400,596,Vicarage Road,Watford,Match Finished,FT,90,38,Watford,https://media.api-sports.io/football/teams/38.png,False,39,Wolves,https://media.api-sports.io/football/teams/39.png,True,0,0,0,2,,,,
40,710596,C. Pawson,UTC,2021-09-18T16:30:00+00:00,1631982600,39,Premier League,England,https://media.api-sports.io/football/leagues/39.png,https://media.api-sports.io/flags/gb.svg,2021,Regular Season - 5,3,0,1631982600,1631986200,495,Villa Park,Birmingham,Match Finished,FT,90,66,Aston Villa,https://media.api-sports.io/football/teams/66.png,True,45,Everton,https://media.api-sports.io/football/teams/45.png,False,0,0,3,0,,,,
41,710597,S. Attwell,UTC,2021-09-19T13:00:00+00:00,1632056400,39,Premier League,England,https://media.api-sports.io/football/leagues/39.png,https://media.api-sports.io/flags/gb.svg,2021,Regular Season - 5,2,1,1632056400,1632060000,508,The American Express Community Stadium,"Falmer, East Sussex",Match Finished,FT,90,51,Brighton,https://media.api-sports.io/football/teams/51.png,True,46,Leicester,https://media.api-sports.io/football/teams/46.png,False,1,0,2,1,,,,
42,710598,A. Taylor,UTC,2021-09-18T14:00:00+00:00,1631973600,39,Premier League,England,https://media.api-sports.io/football/leagues/39.png,https://media.api-sports.io/flags/gb.svg,2021,Regular Season - 5,0,1,1631973600,1631977200,512,Turf Moor,Burnley,Match Finished,FT,90,44,Burnley,https://media.api-sports.io/football/teams/44.png,False,42,Arsenal,https://media.api-sports.io/football/teams/42.png,True,0,1,0,1,,,,
43,710599,A. Madley,UTC,2021-09-18T14:00:00+00:00,1631973600,39,Premier League,England,https://media.api-sports.io/football/leagues/39.png,https://media.api-sports.io/flags/gb.svg,2021,Regular Season - 5,3,0,1631973600,1631977200,550,Anfield,Liverpool,Match Finished,FT,90,40,Liverpool,https://media.api-sports.io/football/teams/40.png,True,52,Crystal Palace,https://media.api-sports.io/football/teams/52.png,False,1,0,3,0,,,,
44,710600,J. Moss,UTC,2021-09-18T14:00:00+00:00,1631973600,39,Premier League,England,https://media.api-sports.io/football/leagues/39.png,https://media.api-sports.io/flags/gb.svg,2021,Regular Season - 5,0,0,1631973600,1631977200,555,Etihad Stadium,Manchester,Match Finished,FT,90,50,Manchester City,https://media.api-sports.io/football/teams/50.png,,41,Southampton,https://media.api-sports.io/football/teams/41.png,,0,0,0,0,,,,
45,710601,M. Dean,UTC,2021-09-17T19:00:00+00:00,1631905200,39,Premier League,England,https://media.api-sports.io/football/leagues/39.png,https://media.api-sports.io/flags/gb.svg,2021,Regular Season - 5,1,1,1631905200,1631908800,562,St. James' Park,Newcastle upon Tyne,Match Finished,FT,90,34,Newcastle,https://media.api-sports.io/football/teams/34.png,,63,Leeds,https://media.api-sports.io/football/teams/63.png,,1,1,1,1,,,,
46,710602,R. Jones,UTC,2021-09-18T14:00:00+00:00,1631973600,39,Premier League,England,https://media.api-sports.io/football/leagues/39.png,https://media.api-sports.io/flags/gb.svg,2021,Regular Season - 5,1,3,1631973600,1631977200,565,Carrow Road,"Norwich, Norfolk",Match Finished,FT,90,71,Norwich,https://media.api-sports.io/football/teams/71.png,False,38,Watford,https://media.api-sports.io/football/teams/38.png,True,1,1,1,3,,,,
47,710603,P. Tierney,UTC,2021-09-19T15:30:00+00:00,1632065400,39,Premier League,England,https://media.api-sports.io/football/leagues/39.png,https://media.api-sports.io/flags/gb.svg,2021,Regular Season - 5,0,3,1632065400,1632069000,593,Tottenham Hotspur Stadium,London,Match Finished,FT,90,47,Tottenham,https://media.api-sports.io/football/teams/47.png,False,49,Chelsea,https://media.api-sports.io/football/teams/49.png,True,0,0,0,3,,,,
48,710604,M. Atkinson,UTC,2021-09-19T13:00:00+00:00,1632056400,39,Premier League,England,https://media.api-sports.io/football/leagues/39.png,https://media.api-sports.io/flags/gb.svg,2021,Regular Season - 5,1,2,1632056400,1632060000,598,London Stadium,London,Match Finished,FT,90,48,West Ham,https://media.api-sports.io/football/teams/48.png,False,33,Manchester United,https://media.api-sports.io/football/teams/33.png,True,1,1,1,2,,,,
49,710605,D. England,UTC,2021-09-18T11:30:00+00:00,1631964600,39,Premier League,England,https://media.api-sports.io/football/leagues/39.png,https://media.api-sports.io/flags/gb.svg,2021,Regular Season - 5,0,2,1631964600,1631968200,600,Molineux Stadium,"Wolverhampton, West Midlands",Match Finished,FT,90,39,Wolves,https://media.api-sports.io/football/teams/39.png,False,55,Brentford,https://media.api-sports.io/football/teams/55.png,True,0,2,0,2,,,,
50,710606,C. Pawson,UTC,2021-09-26T15:30:00+00:00,1632670200,39,Premier League,England,https://media.api-sports.io/football/leagues/39.png,https://media.api-sports.io/flags/gb.svg,2021,Regular Season - 6,3,1,1632670200,1632673800,494,Emirates Stadium,London,Match Finished,FT,90,42,Arsenal,https://media.api-sports.io/football/teams/42.png,True,47,Tottenham,https://media.api-sports.io/football/teams/47.png,False,3,0,3,1,,,,
51,710607,S. Attwell,UTC,2021-09-25T16:30:00+00:00,1632587400,39,Premier League,England,https://media.api-sports.io/football/leagues/39.png,https://media.api-sports.io/flags/gb.svg,2021,Regular Season - 6,3,3,1632587400,1632591000,10503,Brentford Community Stadium,"Brentford, Middlesex",Match Finished,FT,90,55,Brentford,https://media.api-sports.io/football/teams/55.png,,40,Liverpool,https://media.api-sports.io/football/teams/40.png,,1,1,3,3,,,,
52,710608,M. Oliver,UTC,2021-09-25T11:30:00+00:00,1632569400,39,Premier League,England,https://media.api-sports.io/football/leagues/39.png,https://media.api-sports.io/flags/gb.svg,2021,Regular Season - 6,0,1,1632569400,1632573000,519,Stamford Bridge,London,Match Finished,FT,90,49,Chelsea,https://media.api-sports.io/football/teams/49.png,False,50,Manchester City,https://media.api-sports.io/football/teams/50.png,True,0,0,0,1,,,,
53,710609,A. Marriner,UTC,2021-09-27T19:00:00+00:00,1632769200,39,Premier League,England,https://media.api-sports.io/football/leagues/39.png,https://media.api-sports.io/flags/gb.svg,2021,Regular Season - 6,1,1,1632769200,1632772800,525,Selhurst Park,London,Match Finished,FT,90,52,Crystal Palace,https://media.api-sports.io/football/teams/52.png,,51,Brighton,https://media.api-sports.io/football/teams/51.png,,1,0,1,1,,,,
54,710610,D. Coote,UTC,2021-09-25T14:00:00+00:00,1632578400,39,Premier League,England,https://media.api-sports.io/football/leagues/39.png,https://media.api-sports.io/flags/gb.svg,2021,Regular Season - 6,2,0,1632578400,1632582000,8560,Goodison Park,Liverpool,Match Finished,FT,90,45,Everton,https://media.api-sports.io/football/teams/45.png,True,71,Norwich,https://media.api-sports.io/football/teams/71.png,False,1,0,2,0,,,,
55,710611,K. Friend,UTC,2021-09-25T14:00:00+00:00,1632578400,39,Premier League,England,https://media.api-sports.io/football/leagues/39.png,https://media.api-sports.io/flags/gb.svg,2021,Regular Season - 6,1,2,1632578400,1632582000,546,Elland Road,"Leeds, West Yorkshire",Match Finished,FT,90,63,Leeds,https://media.api-sports.io/football/teams/63.png,False,48,West Ham,https://media.api-sports.io/football/teams/48.png,True,1,0,1,2,,,,
56,710612,C. Kavanagh,UTC,2021-09-25T14:00:00+00:00,1632578400,39,Premier League,England,https://media.api-sports.io/football/leagues/39.png,https://media.api-sports.io/flags/gb.svg,2021,Regular Season - 6,2,2,1632578400,1632582000,547,King Power Stadium,"Leicester, Leicestershire",Match Finished,FT,90,46,Leicester,https://media.api-sports.io/football/teams/46.png,,44,Burnley,https://media.api-sports.io/football/teams/44.png,,1,2,2,2,,,,
57,710613,M. Dean,UTC,2021-09-25T11:30:00+00:00,1632569400,39,Premier League,England,https://media.api-sports.io/football/leagues/39.png,https://media.api-sports.io/flags/gb.svg,2021,Regular Season - 6,0,1,1632569400,1632573000,556,Old Trafford,Manchester,Match Finished,FT,90,33,Manchester United,https://media.api-sports.io/football/teams/33.png,False,66,Aston Villa,https://media.api-sports.io/football/teams/66.png,True,0,0,0,1,,,,
58,710614,A. Madley,UTC,2021-09-26T13:00:00+00:00,1632661200,39,Premier League,England,https://media.api-sports.io/football/leagues/39.png,https://media.api-sports.io/flags/gb.svg,2021,Regular Season - 6,0,1,1632661200,1632664800,585,St. Mary's Stadium,"Southampton, Hampshire",Match Finished,FT,90,41,Southampton,https://media.api-sports.io/football/teams/41.png,False,39,Wolves,https://media.api-sports.io/football/teams/39.png,True,0,0,0,1,,,,
59,710615,J. Gillett,UTC,2021-09-25T14:00:00+00:00,1632578400,39,Premier League,England,https://media.api-sports.io/football/leagues/39.png,https://media.api-sports.io/flags/gb.svg,2021,Regular Season - 6,1,1,1632578400,1632582000,596,Vicarage Road,Watford,Match Finished,FT,90,38,Watford,https://media.api-sports.io/football/teams/38.png,,34,Newcastle,https://media.api-sports.io/football/teams/34.png,,0,1,1,1,,,,
60,710616,J. Moss,UTC,2021-10-02T16:30:00+00:00,1633192200,39,Premier League,England,https://media.api-sports.io/football/leagues/39.png,https://media.api-sports.io/flags/gb.svg,2021,Regular Season - 7,0,0,1633192200,1633195800,508,The American Express Community Stadium,"Falmer, East Sussex",Match Finished,FT,90,51,Brighton,https://media.api-sports.io/football/teams/51.png,,42,Arsenal,https://media.api-sports.io/football/teams/42.png,,0,0,0,0,,,,
61,710617,K. Friend,UTC,2021-10-02T14:00:00+00:00,1633183200,39,Premier League,England,https://media.api-sports.io/football/leagues/39.png,https://media.api-sports.io/flags/gb.svg,2021,Regular Season - 7,0,0,1633183200,1633186800,512,Turf Moor,Burnley,Match Finished,FT,90,44,Burnley,https://media.api-sports.io/football/teams/44.png,,71,Norwich,https://media.api-sports.io/football/teams/71.png,,0,0,0,0,,,,
62,710618,M. Atkinson,UTC,2021-10-02T14:00:00+00:00,1633183200,39,Premier League,England,https://media.api-sports.io/football/leagues/39.png,https://media.api-sports.io/flags/gb.svg,2021,Regular Season - 7,3,1,1633183200,1633186800,519,Stamford Bridge,London,Match Finished,FT,90,49,Chelsea,https://media.api-sports.io/football/teams/49.png,True,41,Southampton,https://media.api-sports.io/football/teams/41.png,False,1,0,3,1,,,,
